root	surfaces	lex	Anlam	active	Id	flags	rules	Ekler	AltTür	Dil	BüyükHarf	FY_EDILGEN_(U)n	FY_EDILGEN_Ul	Geçişlilik	E-hali
mühürdar					ISIM	isim			tarih	Farsça	Hayır				
mühürle	mühürli				FIIL	fiil									
müjde					ISIM	isim				Farsça	Hayır				
müjdele	müjdeli				FIIL	fiil									
müjgan		müjgân			ISIM	isim, şapkasız	SAPKA_DUSUR_A			Farsça	Hayır				
müjgân					ISIM	isim, şapkalı				Farsça	Hayır				
mükafat		mükâfat			ISIM	isim, şapkasız	SAPKA_DUSUR_A			Arapça	Hayır				
mükâfat					ISIM	isim, şapkalı				Arapça	Hayır				
mükafaten		mükâfaten			ZARF	zarf, şapkasız	SAPKA_DUSUR_A			Arapça	Hayır				
mükâfaten					ZARF	zarf, şapkalı				Arapça	Hayır				
mükaleme		mükâleme			ISIM	isim, şapkasız	SAPKA_DUSUR_A			Arapça	Hayır				
